,user,service,value
0,0WFqeFiPx3K,arabiar tea,0.0
1,0a4Qn,arabiar tea,0.0
2,2qDLEBNv,arabiar tea,0.0
3,55reHHf,arabiar tea,0.0
4,5pVcV5V,arabiar tea,0.0
5,93xlxT,arabiar tea,0.0
6,CCMAqXtVdM,arabiar tea,0.0
7,CkfZksM2rBrL,arabiar tea,0.0
8,CuAgSlJwl,arabiar tea,0.0
9,D6F0qp7s7,arabiar tea,0.0
10,FHZemZ,arabiar tea,0.0
11,FmxgvxmU,arabiar tea,0.0
12,I3RXU,arabiar tea,0.0
13,IQtg13hB,arabiar tea,0.0
14,M8TX69h8,arabiar tea,0.0
15,OCUnH,arabiar tea,0.0
16,OJwzAJ33l,arabiar tea,0.0
17,P5BAwzTfB,arabiar tea,0.0
18,TRFKSXv,arabiar tea,0.0
19,Vhpk5shpkk,arabiar tea,0.11538461538461539
20,Yx3rQ,arabiar tea,0.0
21,anH4HDH,arabiar tea,0.0
22,d4guBrpB,arabiar tea,0.0
23,fJlBu,arabiar tea,0.0
24,gKUuuzg9,arabiar tea,0.0
25,ieuWQ,arabiar tea,0.0
26,iia5SP5,arabiar tea,0.0
27,jb1CjU1HF,arabiar tea,0.0
28,larri45h,arabiar tea,0.0
29,oS7WZT0,arabiar tea,0.0
30,qpzNDzybrsi,arabiar tea,0.0
31,uhDooz5uD,arabiar tea,0.0
32,ws0cho3,arabiar tea,0.0
33,ymETMF4M4,arabiar tea,0.0
34,0WFqeFiPx3K,capuccino,0.0
35,0a4Qn,capuccino,0.0
36,2qDLEBNv,capuccino,0.0
37,55reHHf,capuccino,0.0
38,5pVcV5V,capuccino,0.0
39,93xlxT,capuccino,0.0
40,CCMAqXtVdM,capuccino,0.0
41,CkfZksM2rBrL,capuccino,0.0
42,CuAgSlJwl,capuccino,0.0
43,D6F0qp7s7,capuccino,0.0
44,FHZemZ,capuccino,0.8
45,FmxgvxmU,capuccino,0.0
46,I3RXU,capuccino,0.0
47,IQtg13hB,capuccino,0.0
48,M8TX69h8,capuccino,0.0
49,OCUnH,capuccino,0.0
