,user,service,value
0,0WFqeFiPx3K,arabiar tea,0.0
1,0a4Qn,arabiar tea,-0.0030000000000000027
2,2qDLEBNv,arabiar tea,0.0
3,55reHHf,arabiar tea,0.0
4,5pVcV5V,arabiar tea,0.0
5,93xlxT,arabiar tea,0.0
6,CCMAqXtVdM,arabiar tea,0.0
7,CkfZksM2rBrL,arabiar tea,0.0
8,CuAgSlJwl,arabiar tea,-0.0030000000000000027
9,D6F0qp7s7,arabiar tea,0.0
10,F96Kv,arabiar tea,0.0
11,FHZemZ,arabiar tea,0.0
12,FmxgvxmU,arabiar tea,0.0
13,I3RXU,arabiar tea,0.0
14,IQtg13hB,arabiar tea,0.0
15,M8TX69h8,arabiar tea,0.0
16,OCUnH,arabiar tea,-0.0030000000000000027
17,OJwzAJ33l,arabiar tea,0.0
18,P5BAwzTfB,arabiar tea,0.0
19,TRFKSXv,arabiar tea,0.0
20,Vhpk5shpkk,arabiar tea,0.08076923076923077
21,XIRWj,arabiar tea,0.0
22,Yx3rQ,arabiar tea,0.0
23,anH4HDH,arabiar tea,0.0
24,d4guBrpB,arabiar tea,0.0
25,fJlBu,arabiar tea,0.0
26,gKUuuzg9,arabiar tea,0.0
27,ieuWQ,arabiar tea,0.0
28,iia5SP5,arabiar tea,0.0
29,jb1CjU1HF,arabiar tea,0.0
30,larri45h,arabiar tea,0.0
31,oS7WZT0,arabiar tea,0.0
32,qpzNDzybrsi,arabiar tea,0.0
33,sZfLY,arabiar tea,0.0
34,uhDooz5uD,arabiar tea,0.0
35,vRXyI,arabiar tea,0.0
36,ws0cho3,arabiar tea,0.0
37,ymETMF4M4,arabiar tea,0.0
38,0WFqeFiPx3K,capuccino,0.0
39,0a4Qn,capuccino,0.41666666666666663
40,2qDLEBNv,capuccino,0.0
41,55reHHf,capuccino,0.0
42,5pVcV5V,capuccino,0.0
43,93xlxT,capuccino,0.0
44,CCMAqXtVdM,capuccino,0.0
45,CkfZksM2rBrL,capuccino,0.0
46,CuAgSlJwl,capuccino,0.0
47,D6F0qp7s7,capuccino,0.0
48,F96Kv,capuccino,0.0
49,FHZemZ,capuccino,0.5599999999999999
50,FmxgvxmU,capuccino,0.0
51,I3RXU,capuccino,0.0
52,IQtg13hB,capuccino,0.0
53,M8TX69h8,capuccino,0.0
54,OCUnH,capuccino,0.1485
55,OJwzAJ33l,capuccino,0.0
56,P5BAwzTfB,capuccino,0.0
57,TRFKSXv,capuccino,0.0
58,Vhpk5shpkk,capuccino,0.05384615384615385
59,XIRWj,capuccino,0.0
60,Yx3rQ,capuccino,0.51
61,anH4HDH,capuccino,0.35
62,d4guBrpB,capuccino,0.009655172413793102
63,fJlBu,capuccino,0.5333333333333333
64,gKUuuzg9,capuccino,0.0
65,ieuWQ,capuccino,0.0
66,iia5SP5,capuccino,0.0
67,jb1CjU1HF,capuccino,0.0
68,larri45h,capuccino,0.0
69,oS7WZT0,capuccino,0.0
70,qpzNDzybrsi,capuccino,0.0
71,sZfLY,capuccino,0.0
72,uhDooz5uD,capuccino,0.0
73,vRXyI,capuccino,-0.0030000000000000027
74,ws0cho3,capuccino,0.0
75,ymETMF4M4,capuccino,0.4175438596491228
76,0WFqeFiPx3K,capuccino decaffeinated,0.7
77,0a4Qn,capuccino decaffeinated,0.0
78,2qDLEBNv,capuccino decaffeinated,0.0
79,55reHHf,capuccino decaffeinated,0.0
80,5pVcV5V,capuccino decaffeinated,0.0
81,93xlxT,capuccino decaffeinated,0.0
82,CCMAqXtVdM,capuccino decaffeinated,0.0
83,CkfZksM2rBrL,capuccino decaffeinated,0.0
84,CuAgSlJwl,capuccino decaffeinated,0.0
85,D6F0qp7s7,capuccino decaffeinated,0.0
86,F96Kv,capuccino decaffeinated,0.0
87,FHZemZ,capuccino decaffeinated,0.0
88,FmxgvxmU,capuccino decaffeinated,0.003684210526315789
89,I3RXU,capuccino decaffeinated,0.0
90,IQtg13hB,capuccino decaffeinated,0.0
91,M8TX69h8,capuccino decaffeinated,0.0
92,OCUnH,capuccino decaffeinated,0.0
93,OJwzAJ33l,capuccino decaffeinated,0.0
94,P5BAwzTfB,capuccino decaffeinated,0.0
95,TRFKSXv,capuccino decaffeinated,0.0
96,Vhpk5shpkk,capuccino decaffeinated,0.026923076923076925
97,XIRWj,capuccino decaffeinated,0.0
98,Yx3rQ,capuccino decaffeinated,0.0
